CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1
CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2022
22140,"Farmington, NM (Metropolitan Statistical Area)",35,"    Retail trade",457251
22140,"Farmington, NM (Metropolitan Statistical Area)",36,"    Transportation and warehousing",177487
22140,"Farmington, NM (Metropolitan Statistical Area)",45,"    Information",(D)
22140,"Farmington, NM (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
22140,"Farmington, NM (Metropolitan Statistical Area)",59,"    Professional and business services",189517
22140,"Farmington, NM (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",534377
22140,"Farmington, NM (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",233567
22140,"Farmington, NM (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",(D)
22140,"Farmington, NM (Metropolitan Statistical Area)",83,Government and government enterprises,1320921
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,All industry total,25960429
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",182429
22180,"Fayetteville, NC (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",(D)
22180,"Fayetteville, NC (Metropolitan Statistical Area)",10,"    Utilities",121873
22180,"Fayetteville, NC (Metropolitan Statistical Area)",11,"    Construction",977248
22180,"Fayetteville, NC (Metropolitan Statistical Area)",12,"    Manufacturing",1937710
22180,"Fayetteville, NC (Metropolitan Statistical Area)",34,"    Wholesale trade",(D)
22180,"Fayetteville, NC (Metropolitan Statistical Area)",35,"    Retail trade",1829455
22180,"Fayetteville, NC (Metropolitan Statistical Area)",36,"    Transportation and warehousing",505015
22180,"Fayetteville, NC (Metropolitan Statistical Area)",45,"    Information",218486
22180,"Fayetteville, NC (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
22180,"Fayetteville, NC (Metropolitan Statistical Area)",59,"    Professional and business services",1460634
22180,"Fayetteville, NC (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",1476441
22180,"Fayetteville, NC (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",776758
22180,"Fayetteville, NC (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",555632
22180,"Fayetteville, NC (Metropolitan Statistical Area)",83,Government and government enterprises,11780544
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,All industry total,37748740
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",812877
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",(D)
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",10,"    Utilities",270472
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",11,"    Construction",1814379
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",12,"    Manufacturing",3281669
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",34,"    Wholesale trade",4378976
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",35,"    Retail trade",2583256
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",36,"    Transportation and warehousing",(D)
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",45,"    Information",617905
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",59,"    Professional and business services",8655715
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",(D)
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",(D)
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",784691
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",83,Government and government enterprises,3132286
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,All industry total,9080290
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",52189
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",6380
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",10,"    Utilities",176070
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",11,"    Construction",299279
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",12,"    Manufacturing",1294943
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",34,"    Wholesale trade",132806
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",35,"    Retail trade",755011
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",36,"    Transportation and warehousing",148362
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",45,"    Information",88898
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",1782814
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",59,"    Professional and business services",379825
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",913454
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",1081295
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",164053
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",83,Government and government enterprises,1804910
22420,"Flint, MI (Metropolitan Statistical Area)",1,All industry total,17635437
22420,"Flint, MI (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",24057
22420,"Flint, MI (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",4029
22420,"Flint, MI (Metropolitan Statistical Area)",10,"    Utilities",107507
22420,"Flint, MI (Metropolitan Statistical Area)",11,"    Construction",758485
22420,"Flint, MI (Metropolitan Statistical Area)",12,"    Manufacturing",1900250
22420,"Flint, MI (Metropolitan Statistical Area)",34,"    Wholesale trade",966954
22420,"Flint, MI (Metropolitan Statistical Area)",35,"    Retail trade",2355557
22420,"Flint, MI (Metropolitan Statistical Area)",36,"    Transportation and warehousing",349218
22420,"Flint, MI (Metropolitan Statistical Area)",45,"    Information",1806340
22420,"Flint, MI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",2740528
22420,"Flint, MI (Metropolitan Statistical Area)",59,"    Professional and business services",1280629
22420,"Flint, MI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",2242173
22420,"Flint, MI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",582026
22420,"Flint, MI (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",589414
22420,"Flint, MI (Metropolitan Statistical Area)",83,Government and government enterprises,1928271
22500,"Florence, SC (Metropolitan Statistical Area)",1,All industry total,11807247
22500,"Florence, SC (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",46349
22500,"Florence, SC (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",11094
22500,"Florence, SC (Metropolitan Statistical Area)",10,"    Utilities",508613
22500,"Florence, SC (Metropolitan Statistical Area)",11,"    Construction",324211
22500,"Florence, SC (Metropolitan Statistical Area)",12,"    Manufacturing",1945786
22500,"Florence, SC (Metropolitan Statistical Area)",34,"    Wholesale trade",1021966
22500,"Florence, SC (Metropolitan Statistical Area)",35,"    Retail trade",958056
22500,"Florence, SC (Metropolitan Statistical Area)",36,"    Transportation and warehousing",379873
22500,"Florence, SC (Metropolitan Statistical Area)",45,"    Information",233844
22500,"Florence, SC (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",2258261
22500,"Florence, SC (Metropolitan Statistical Area)",59,"    Professional and business services",838193
22500,"Florence, SC (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",965673
22500,"Florence, SC (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",434796
22500,"Florence, SC (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",236053
22500,"Florence, SC (Metropolitan Statistical Area)",83,Government and government enterprises,1644478
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,All industry total,6540232
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",18418
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",(D)
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",10,"    Utilities",(D)
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",11,"    Construction",397891
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",12,"    Manufacturing",1364704
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",34,"    Wholesale trade",281823
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",35,"    Retail trade",660926
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",36,"    Transportation and warehousing",150160
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",45,"    Information",112706
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",59,"    Professional and business services",312230
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",569683
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",257414
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",209599
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",83,Government and government enterprises,1043672
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,All industry total,6203445
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",278046
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",78229
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",10,"    Utilities",(D)
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",11,"    Construction",379022
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",12,"    Manufacturing",1517514
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",34,"    Wholesale trade",408574
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",35,"    Retail trade",446586
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",36,"    Transportation and warehousing",(D)
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",45,"    Information",139460
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",59,"    Professional and business services",340786
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",615578
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",179885
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",141492
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",83,Government and government enterprises,525838
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1,All industry total,25922906
22660,"Fort Collins, CO (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",17560
22660,"Fort Collins, CO (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",259142
22660,"Fort Collins, CO (Metropolitan Statistical Area)",10,"    Utilities",248607
22660,"Fort Collins, CO (Metropolitan Statistical Area)",11,"    Construction",1746328
22660,"Fort Collins, CO (Metropolitan Statistical Area)",12,"    Manufacturing",4093136
22660,"Fort Collins, CO (Metropolitan Statistical Area)",34,"    Wholesale trade",1163085
22660,"Fort Collins, CO (Metropolitan Statistical Area)",35,"    Retail trade",1878805
22660,"Fort Collins, CO (Metropolitan Statistical Area)",36,"    Transportation and warehousing",335274
22660,"Fort Collins, CO (Metropolitan Statistical Area)",45,"    Information",558584
22660,"Fort Collins, CO (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",4806486
22660,"Fort Collins, CO (Metropolitan Statistical Area)",59,"    Professional and business services",3244932
22660,"Fort Collins, CO (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",1700056
22660,"Fort Collins, CO (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",1297226
22660,"Fort Collins, CO (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",689855
22660,"Fort Collins, CO (Metropolitan Statistical Area)",83,Government and government enterprises,3883830
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,All industry total,12023877
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",145954
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",97747
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",10,"    Utilities",136751
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",11,"    Construction",399941
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",12,"    Manufacturing",2204561
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",34,"    Wholesale trade",830838
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",35,"    Retail trade",1035450
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",36,"    Transportation and warehousing",936522
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",45,"    Information",443028
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",1715799
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",59,"    Professional and business services",923612
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",(D)
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",(D)
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",283143
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",83,Government and government enterprises,1216156
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,All industry total,28564762
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",206139
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",31222
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",10,"    Utilities",83069
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",11,"    Construction",1626890
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",12,"    Manufacturing",5881793
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",34,"    Wholesale trade",2264262
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",35,"    Retail trade",2503136
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",36,"    Transportation and warehousing",(D)
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",45,"    Information",530643
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",59,"    Professional and business services",2222168
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",3917085
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",948823
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",676234
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",83,Government and government enterprises,1940112
23420,"Fresno, CA (Metropolitan Statistical Area)",1,All industry total,55426932
23420,"Fresno, CA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",4740363
23420,"Fresno, CA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",307092
23420,"Fresno, CA (Metropolitan Statistical Area)",10,"    Utilities",1461161
23420,"Fresno, CA (Metropolitan Statistical Area)",11,"    Construction",3113516
23420,"Fresno, CA (Metropolitan Statistical Area)",12,"    Manufacturing",3431364
23420,"Fresno, CA (Metropolitan Statistical Area)",34,"    Wholesale trade",3476754
23420,"Fresno, CA (Metropolitan Statistical Area)",35,"    Retail trade",4359387
23420,"Fresno, CA (Metropolitan Statistical Area)",36,"    Transportation and warehousing",2677938
23420,"Fresno, CA (Metropolitan Statistical Area)",45,"    Information",1384497
23420,"Fresno, CA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",8308584
23420,"Fresno, CA (Metropolitan Statistical Area)",59,"    Professional and business services",3683037
23420,"Fresno, CA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",6376409
23420,"Fresno, CA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",1879857
23420,"Fresno, CA (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",1340484
23420,"Fresno, CA (Metropolitan Statistical Area)",83,Government and government enterprises,8886489
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,All industry total,3489358
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",35722
23460,"Gadsden, AL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",9717
23460,"Gadsden, AL (Metropolitan Statistical Area)",10,"    Utilities",19073
23460,"Gadsden, AL (Metropolitan Statistical Area)",11,"    Construction",127470
23460,"Gadsden, AL (Metropolitan Statistical Area)",12,"    Manufacturing",425949
23460,"Gadsden, AL (Metropolitan Statistical Area)",34,"    Wholesale trade",179478
23460,"Gadsden, AL (Metropolitan Statistical Area)",35,"    Retail trade",410346
23460,"Gadsden, AL (Metropolitan Statistical Area)",36,"    Transportation and warehousing",140343
23460,"Gadsden, AL (Metropolitan Statistical Area)",45,"    Information",31223
23460,"Gadsden, AL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",589862
23460,"Gadsden, AL (Metropolitan Statistical Area)",59,"    Professional and business services",214347
23460,"Gadsden, AL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",528902
23460,"Gadsden, AL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",172903
23460,"Gadsden, AL (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",144116
23460,"Gadsden, AL (Metropolitan Statistical Area)",83,Government and government enterprises,459907
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,All industry total,19655180
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",307821
23540,"Gainesville, FL (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",25192
23540,"Gainesville, FL (Metropolitan Statistical Area)",10,"    Utilities",257899
23540,"Gainesville, FL (Metropolitan Statistical Area)",11,"    Construction",768000
23540,"Gainesville, FL (Metropolitan Statistical Area)",12,"    Manufacturing",850411
23540,"Gainesville, FL (Metropolitan Statistical Area)",34,"    Wholesale trade",831072
23540,"Gainesville, FL (Metropolitan Statistical Area)",35,"    Retail trade",1319305
23540,"Gainesville, FL (Metropolitan Statistical Area)",36,"    Transportation and warehousing",(D)
23540,"Gainesville, FL (Metropolitan Statistical Area)",45,"    Information",(D)
23540,"Gainesville, FL (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",3813042
23540,"Gainesville, FL (Metropolitan Statistical Area)",59,"    Professional and business services",(D)
23540,"Gainesville, FL (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",2487696
23540,"Gainesville, FL (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",831019
23540,"Gainesville, FL (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",398821
23540,"Gainesville, FL (Metropolitan Statistical Area)",83,Government and government enterprises,5196876
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,All industry total,15263566
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",62931
23580,"Gainesville, GA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",13056
23580,"Gainesville, GA (Metropolitan Statistical Area)",10,"    Utilities",21611
23580,"Gainesville, GA (Metropolitan Statistical Area)",11,"    Construction",1006614
23580,"Gainesville, GA (Metropolitan Statistical Area)",12,"    Manufacturing",3525689
23580,"Gainesville, GA (Metropolitan Statistical Area)",34,"    Wholesale trade",1818184
23580,"Gainesville, GA (Metropolitan Statistical Area)",35,"    Retail trade",816961
23580,"Gainesville, GA (Metropolitan Statistical Area)",36,"    Transportation and warehousing",572245
23580,"Gainesville, GA (Metropolitan Statistical Area)",45,"    Information",122761
23580,"Gainesville, GA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",2234461
23580,"Gainesville, GA (Metropolitan Statistical Area)",59,"    Professional and business services",1096027
23580,"Gainesville, GA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",1678356
23580,"Gainesville, GA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",1003849
23580,"Gainesville, GA (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",269812
23580,"Gainesville, GA (Metropolitan Statistical Area)",83,Government and government enterprises,1021009
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,All industry total,4428842
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",89325
23900,"Gettysburg, PA (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",23714
23900,"Gettysburg, PA (Metropolitan Statistical Area)",10,"    Utilities",287325
23900,"Gettysburg, PA (Metropolitan Statistical Area)",11,"    Construction",252569
23900,"Gettysburg, PA (Metropolitan Statistical Area)",12,"    Manufacturing",896540
23900,"Gettysburg, PA (Metropolitan Statistical Area)",34,"    Wholesale trade",59502
23900,"Gettysburg, PA (Metropolitan Statistical Area)",35,"    Retail trade",302589
23900,"Gettysburg, PA (Metropolitan Statistical Area)",36,"    Transportation and warehousing",193928
23900,"Gettysburg, PA (Metropolitan Statistical Area)",45,"    Information",52240
23900,"Gettysburg, PA (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",728168
23900,"Gettysburg, PA (Metropolitan Statistical Area)",59,"    Professional and business services",223492
23900,"Gettysburg, PA (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",494606
23900,"Gettysburg, PA (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",221249
23900,"Gettysburg, PA (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",126184
23900,"Gettysburg, PA (Metropolitan Statistical Area)",83,Government and government enterprises,477410
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,All industry total,8033710
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",138548
24020,"Glens Falls, NY (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",32721
24020,"Glens Falls, NY (Metropolitan Statistical Area)",10,"    Utilities",56851
24020,"Glens Falls, NY (Metropolitan Statistical Area)",11,"    Construction",335249
24020,"Glens Falls, NY (Metropolitan Statistical Area)",12,"    Manufacturing",1015928
24020,"Glens Falls, NY (Metropolitan Statistical Area)",34,"    Wholesale trade",250923
24020,"Glens Falls, NY (Metropolitan Statistical Area)",35,"    Retail trade",935951
24020,"Glens Falls, NY (Metropolitan Statistical Area)",36,"    Transportation and warehousing",(D)
24020,"Glens Falls, NY (Metropolitan Statistical Area)",45,"    Information",460153
24020,"Glens Falls, NY (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",(D)
24020,"Glens Falls, NY (Metropolitan Statistical Area)",59,"    Professional and business services",481937
24020,"Glens Falls, NY (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",644310
24020,"Glens Falls, NY (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",475120
24020,"Glens Falls, NY (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",144196
24020,"Glens Falls, NY (Metropolitan Statistical Area)",83,Government and government enterprises,1056795
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,All industry total,6048896
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",279744
24140,"Goldsboro, NC (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",1388
24140,"Goldsboro, NC (Metropolitan Statistical Area)",10,"    Utilities",503009
24140,"Goldsboro, NC (Metropolitan Statistical Area)",11,"    Construction",208437
24140,"Goldsboro, NC (Metropolitan Statistical Area)",12,"    Manufacturing",862105
24140,"Goldsboro, NC (Metropolitan Statistical Area)",34,"    Wholesale trade",337575
24140,"Goldsboro, NC (Metropolitan Statistical Area)",35,"    Retail trade",472831
24140,"Goldsboro, NC (Metropolitan Statistical Area)",36,"    Transportation and warehousing",163680
24140,"Goldsboro, NC (Metropolitan Statistical Area)",45,"    Information",19971
24140,"Goldsboro, NC (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",883160
24140,"Goldsboro, NC (Metropolitan Statistical Area)",59,"    Professional and business services",273322
24140,"Goldsboro, NC (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",454162
24140,"Goldsboro, NC (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",160968
24140,"Goldsboro, NC (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",136514
24140,"Goldsboro, NC (Metropolitan Statistical Area)",83,Government and government enterprises,1292030
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,All industry total,6580435
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,"    Agriculture, forestry, fishing and hunting",540842
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",6,"    Mining, quarrying, and oil and gas extraction",23647
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",10,"    Utilities",55368
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",11,"    Construction",346743
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",12,"    Manufacturing",601719
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",34,"    Wholesale trade",401513
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",35,"    Retail trade",484147
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",36,"    Transportation and warehousing",292194
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",45,"    Information",107098
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",50,"    Finance, insurance, real estate, rental, and leasing",934699
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",59,"    Professional and business services",371965
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",68,"    Educational services, health care, and social assistance",849652
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",75,"    Arts, entertainment, recreation, accommodation, and food services",229236
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",82,"    Other services (except government and government enterprises)",137000
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",83,Government and government enterprises,1204612
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,All industry total,5387118
