"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",0.2
22660,"Fort Collins, CO (Metropolitan Statistical Area)",1.6
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",0.1
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",0.8
23420,"Fresno, CA (Metropolitan Statistical Area)",0.6
23460,"Gadsden, AL (Metropolitan Statistical Area)",-0.1
23540,"Gainesville, FL (Metropolitan Statistical Area)",1.2
23580,"Gainesville, GA (Metropolitan Statistical Area)",1.6
23900,"Gettysburg, PA (Metropolitan Statistical Area)",0.5
24020,"Glens Falls, NY (Metropolitan Statistical Area)",-0.3
24140,"Goldsboro, NC (Metropolitan Statistical Area)",-0.3
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",0.1
24260,"Grand Island, NE (Metropolitan Statistical Area)",0.2
24300,"Grand Junction, CO (Metropolitan Statistical Area)",0.8
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",0.7
24420,"Grants Pass, OR (Metropolitan Statistical Area)",0.5
24500,"Great Falls, MT (Metropolitan Statistical Area)",0.2
24540,"Greeley, CO (Metropolitan Statistical Area) *",2.9
24580,"Green Bay, WI (Metropolitan Statistical Area)",0.6
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",0.6
24780,"Greenville, NC (Metropolitan Statistical Area)",0.3
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",1.4
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",0.6
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1.0
25220,"Hammond, LA (Metropolitan Statistical Area)",1.0
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",0.2
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",0.8
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",0.7
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",0.0
