"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",94243,95935,97885,98607,99795,100100,98203,100617,101935,101225,101383,101074,101367,101851,103104,103741,103712,103349,103422,104341,104094,103177,103034,104181,104443,105601,105650,105443,103643,99938,97919,97405,96663,96367,96267,98164,97777,98266,97606,98092,97941,98721,98637,99984,102043,102951,103926,104705,105090,105143,104436,104217,103405,103146,103120
24260,"Grand Island, NE (Metropolitan Statistical Area)",57174,58389,58638,59072,59686,59908,61010,61032,62026,62295,63224,63633,64390,64956,64838,64995,64563,63463,63063,62960,62837,63218,63821,64522,65409,66020,66814,67320,67658,68171,68430,68244,68001,68203,68592,68896,68871,69360,69784,70790,72056,72980,73755,74593,75166,75906,76136,76629,76696,77026,77146,76908,76263,76320,76479
24300,"Grand Junction, CO (Metropolitan Statistical Area)",54219,54479,55311,56912,57962,58973,63261,66628,68585,72223,76946,82796,87659,94152,96012,94496,89368,87386,87443,88872,91231,93757,96348,97977,100579,103373,105968,108131,110566,112686,114827,117631,119496,122440,124994,127678,130194,134665,139434,143155,147851,146272,147236,147416,147331,147323,148294,150045,151628,153563,154807,156011,157439,158531,159681
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",620019,625388,628659,634587,644786,649816,654227,660598,669380,678766,691273,703150,710020,712009,714973,725043,736142,746557,759505,775721,788902,802244,821606,833220,845126,858061,872287,886603,900230,912389,926004,938933,949059,957389,964358,970646,975837,982157,986863,989942,991670,994432,1003408,1015208,1027754,1039241,1048602,1059323,1068952,1077003,1082982,1088904,1091388,1093883,1099142
24420,"Grants Pass, OR (Metropolitan Statistical Area)",35714,36304,38848,40305,43151,45787,48032,50710,52549,55762,57893,58948,59202,58154,57548,59083,60666,60702,61238,61721,61865,62985,64575,65507,67500,69406,71313,72310,73442,74455,75209,75851,76452,77712,78779,79729,80660,81601,81746,82389,82315,82880,82726,82796,83186,83449,84626,85624,86762,87455,87721,88238,88637,87800,87821
24500,"Great Falls, MT (Metropolitan Statistical Area)",81183,82258,84453,84842,84728,85126,84693,84869,86247,86611,84475,80627,80183,79791,80621,80318,79591,78179,77733,77681,78098,77788,78651,79727,81028,82134,82201,82429,80861,80709,80596,80318,80055,79848,79633,80198,80041,79984,80099,80529,80680,81585,82097,82310,83191,83359,83491,83478,83852,84177,84102,84407,84551,85001,84900
24540,"Greeley, CO (Metropolitan Statistical Area) *",86216,90012,93779,99597,104411,108059,108479,110052,112555,114919,120194,123767,124780,125733,129542,130764,131402,131715,131713,131842,132202,132161,134262,137560,142586,147328,152140,156140,161525,166547,174342,182861,192360,202234,208858,215322,222879,230703,237692,243442,248193,254172,258604,263543,269395,276529,285282,294841,304788,313278,322305,331458,339897,350266,359442
24580,"Green Bay, WI (Metropolitan Statistical Area)",197096,203616,206593,208479,210941,212277,215386,217622,218655,220260,220801,224345,226129,227271,228249,230950,232292,234712,236959,239462,241229,244716,249019,253077,257897,262056,266765,270879,274177,276931,280100,283282,285783,288713,291169,294570,296800,298702,301190,302468,304686,306867,309212,311691,313540,316105,318259,320483,323196,325306,326962,328591,328909,330417,331882
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",433249,438730,448079,455577,460732,464097,466520,471352,477233,482440,487216,493196,496975,500656,504241,508397,512256,516765,523217,530011,535336,542612,552787,561591,571281,581897,594390,605175,615526,626891,637026,645409,652741,657855,663140,667711,677080,689637,700485,711405,718902,725316,730309,735810,741036,747011,751869,759247,762787,767401,772730,774941,778860,784619,789842
24780,"Greenville, NC (Metropolitan Statistical Area)",73617,74101,75306,74977,75787,75977,78887,80147,80948,81969,82819,90580,92047,93400,94750,96164,97730,99626,102001,104306,106474,109054,111965,114318,116728,119694,122525,124861,127812,130519,132554,134298,136605,139128,141610,144486,147929,152934,157479,162116,165581,168582,169382,170413,170652,170087,170015,169913,170051,169839,170150,170390,172235,173610,175119
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",446714,456342,467592,480222,491446,505159,511828,511833,525157,534157,543173,555331,564171,568779,571626,575900,581502,586510,592638,601817,610505,620288,628575,637366,647208,657228,668549,681257,693566,706300,717514,727743,735668,741131,747276,754196,763048,777494,793500,808765,819279,825582,833026,840536,847897,859587,871665,883360,894137,905447,918912,930762,941465,958918,975480
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",243030,249647,259846,267166,280155,284551,285918,294260,300806,306127,308249,310937,314558,321223,325332,324401,328245,333567,332404,328651,325114,323228,325925,334452,343381,352763,358359,359587,363897,368769,374519,379061,382293,385054,385735,393947,398601,363221,373053,380374,384985,389297,393556,396431,399375,403078,405634,407720,411212,412609,414800,416640,418527,420054,421916
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",149312,148883,150879,153440,156013,158650,161085,163470,165050,166974,169470,170768,171271,171761,173911,175968,177953,179954,182847,185478,189013,193986,198209,202010,204329,206723,209468,211921,214131,217168,220200,223429,226791,231167,237168,243798,250660,257642,262715,265823,267363,269934,272442,274246,276101,278295,280131,282952,285504,288635,291510,294483,298623,302071,305902
25220,"Hammond, LA (Metropolitan Statistical Area)",65464,66244,68421,68368,68944,70000,72031,74202,76299,78065,79771,81026,82194,84663,86562,88037,88876,89239,87971,87019,86429,85754,86485,88124,89885,91726,93775,94851,96515,98246,99643,100716,101657,102511,103782,105335,106987,114102,116792,118621,120009,121394,122344,123022,124622,125831,127239,128900,130259,131438,132009,133654,135488,136799,138064
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",65647,66570,66450,68161,68308,69067,70590,71708,72467,73556,73562,74265,76229,78213,81138,83004,85205,86372,88032,94510,99850,101885,104334,107414,109161,111565,113840,115411,116769,121457,126402,129835,132881,135369,139393,143601,145147,147712,150420,152027,152278,152339,151765,150860,150203,149329,149905,149205,149468,151138,152633,152844,152775,152987,152682
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",406739,411421,416883,421671,426925,428390,429067,430488,434923,436716,441734,448717,452040,450941,453087,455244,456461,459787,462555,466243,470638,475860,481975,486480,491859,496159,498803,501990,503624,506506,508176,509451,511391,515553,519152,521882,525775,532268,537268,542301,546874,550358,553586,557416,561554,565650,570255,574247,578608,583108,587497,592793,599732,603332,606055
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",62017,62807,65099,68174,69311,71687,73459,74179,75123,76581,76866,77093,78483,79086,79575,79725,80416,81428,82868,84927,86545,88857,90921,93087,95333,97631,100011,102652,104218,105512,107311,108414,110317,112152,113151,114542,116602,118858,120825,122361,124144,125411,126808,128461,128974,130433,131145,133007,134178,134997,135460,135480,136015,136564,137650
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1021033,1037762,1046710,1050940,1051711,1054609,1050706,1047780,1041160,1046844,1048331,1053458,1058562,1060120,1068101,1074268,1081595,1092348,1106430,1121183,1123307,1125047,1127479,1125083,1125634,1125949,1124531,1126396,1128992,1134353,1141318,1150872,1158513,1169000,1179394,1182605,1187929,1193725,1198395,1204436,1209604,1214343,1217487,1217861,1218502,1218741,1217737,1215505,1214984,1215440,1214503,1198652,1208977,1211704,1215494
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",95835,96397,98710,101513,103641,105464,106832,108675,110785,112108,113837,116240,118481,120340,122962,123842,123994,124783,124828,124783,125825,126171,127154,127993,129550,131356,133991,136289,138032,140118,141723,143768,144434,145651,147031,148587,150295,153722,156803,158899,160782,162931,165157,166647,167923,168418,169393,169946,169789,170615,171485,172327,173051,173262,173799
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",224832,228324,234432,240460,247184,251418,253359,254783,257538,262291,265722,271068,272705,274966,275660,278940,282830,284074,286235,289487,291125,293489,297026,300989,305812,310993,316556,321905,327516,332861,337955,343247,346952,348299,349472,351224,354159,357492,360791,364003,365639,365466,363941,362671,361925,361130,360956,361895,363490,364152,364876,365594,366175,367802,370030
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",64288,63110,64658,68755,68623,66303,75090,78071,76668,78535,79724,80532,82926,85527,87375,90263,92077,94192,96218,98423,100147,102754,105964,109469,113587,117989,122214,127083,131994,136035,138422,143027,146574,150392,152234,157787,163343,169619,174382,180019,183971,187575,188069,191149,194476,198078,202563,205872,208425,210576,213556,216965,222428,228133,232523
25980,"Hinesville, GA (Metropolitan Statistical Area)",20625,21303,21587,21894,21198,21188,24937,28894,33625,38038,39364,42989,46444,48561,47647,50034,51268,51890,54228,55780,57578,59247,60158,65072,64792,67809,68468,69766,71477,71035,72095,72181,71939,73399,71252,74609,76395,75199,76089,75379,80848,77325,80198,80257,78561,80764,78734,79137,79538,78734,81009,81587,83908,86314,88804
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",18357,19799,22680,26906,33646,37239,39855,41261,45432,48361,51586,55719,59678,62938,66850,71051,74724,79104,83112,86021,89607,94645,97569,100210,101978,104429,107581,109954,111972,114344,116634,118649,121197,123491,126215,129840,133791,137826,140974,142122,141381,141210,139943,139503,139304,139450,141075,143811,146591,149044,151440,154568,158167,162508,166696
26300,"Hot Springs, AR (Metropolitan Statistical Area)",53535,54620,57207,59206,61347,63691,64058,65728,67520,68495,70026,70545,70445,70534,71455,72172,72209,72487,73244,72821,73195,73563,74844,76553,78568,80673,82015,83615,85021,86172,87177,88311,89032,89630,90483,91084,92096,94077,94753,95636,95840,96090,96932,97129,97857,98008,98121,98582,98737,99417,99802,100258,100393,99982,99784
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",143259,145445,147993,151395,152931,154770,158910,162751,166289,169656,173998,178317,183763,188371,189850,189525,189669,188665,184936,183916,183230,182852,184458,185561,186083,187077,187973,189283,191339,193664,194569,194531,195360,196692,198156,199363,200467,204379,205401,207056,207769,208232,208651,208767,209826,211162,211874,211203,209536,208698,207696,206859,206554,200383,198672
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2164143,2207116,2275020,2333148,2401849,2479921,2587627,2696239,2800536,2915493,3032641,3172859,3309381,3504930,3605388,3622633,3628588,3668133,3626052,3615294,3670089,3775620,3884885,3989770,4075564,4153355,4227574,4314589,4407210,4513913,4622857,4717507,4817815,4937081,5036393,5132602,5233729,5423615,5540882,5676381,5826108,5946920,6054602,6180465,6323626,6493835,6663596,6797324,6888064,6962207,7048589,7141190,7217323,7342124,7481317
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",335707,335277,341152,344285,344204,345630,349106,356426,362372,366117,371303,374638,374204,372325,373461,370813,367777,363025,360272,357514,356066,355563,358201,360389,363756,365475,366691,367286,367728,367621,367182,366942,365792,365758,367208,367134,367471,368725,369267,369769,370722,371189,371807,372219,372004,371320,370178,368557,366030,363565,360946,359386,356569,353877,352261
26620,"Huntsville, AL (Metropolitan Statistical Area)",224130,228314,230509,232339,233247,231872,232194,234646,236952,238094,239958,243620,245771,249166,253867,258407,264588,270237,276697,283769,289588,294353,302052,311170,320998,325620,325571,327532,330281,336527,339572,343972,348453,354116,359920,365248,372777,382821,391922,402361,412182,419552,426545,432653,439336,445402,450781,457090,464678,473379,482846,494706,503974,514473,527254
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",66432,67248,67297,69575,70208,73174,75210,77106,79685,82839,84150,84969,86247,85951,86820,87700,88130,88724,89885,90313,90651,92109,94772,97397,98961,100332,100789,100809,101505,102425,103450,105055,106082,107768,109937,113168,116208,119981,124203,128353,131621,133880,135290,136752,137702,138970,140971,144201,147582,150939,154417,158401,162931,165577,168322
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1265545,1287512,1295884,1306519,1311545,1320524,1318435,1322178,1327653,1337003,1342252,1348738,1350644,1351396,1352538,1360966,1367229,1375291,1388481,1398243,1411888,1431307,1457442,1481005,1505485,1529405,1551504,1573626,1594815,1615438,1639509,1663995,1687209,1708018,1729297,1750639,1772959,1800724,1826515,1850321,1873460,1893178,1913506,1934783,1961091,1980873,1998456,2021771,2045301,2072279,2094610,2114042,2129180,2142630,2160779
26980,"Iowa City, IA (Metropolitan Statistical Area)",86697,91237,92581,92551,94258,95544,95973,98784,99194,99624,101738,102308,103873,104697,105874,107132,108304,109024,110013,112201,113962,116212,117311,119436,121037,123084,124733,125704,127050,128325,130392,132173,134610,136056,137863,140149,141650,143698,146129,148799,151556,153030,155941,159074,162193,164876,167226,169251,171862,173002,174394,175598,177557,179457,180088
27060,"Ithaca, NY (Metropolitan Statistical Area)",76231,77008,77277,80102,83324,85580,85471,86067,86287,86457,87161,87331,88150,88458,88828,89080,89791,89687,90264,91888,93262,94241,95283,95685,96122,96409,96870,96298,96216,96036,96656,96608,97458,98227,99049,99531,99433,99651,99910,100383,101497,101851,102402,103783,105099,105398,105487,105780,105903,105989,106008,99772,105966,104299,103558
27100,"Jackson, MI (Metropolitan Statistical Area)",142764,143227,143589,144372,145481,146903,147902,148498,150313,151502,151789,151554,151459,150195,147930,145374,144602,145355,147758,148357,148816,150128,151039,151465,152445,152288,153313,154289,155331,155991,157085,158679,159772,160893,162119,162140,163047,163387,163316,160825,160114,160191,160072,160722,160733,160850,161039,160376,161016,161284,161372,160231,160162,159758,159424
27140,"Jackson, MS (Metropolitan Statistical Area)",382795,384724,393789,401287,408337,420198,428072,434534,440858,450296,457391,463566,467583,471062,475352,480048,487729,490055,491476,490609,491697,495183,498888,503746,507981,513948,519525,526742,532588,539345,543159,547903,549383,551767,555999,562401,567496,576809,578863,581567,583837,588315,593598,595954,596870,598060,598827,600752,600507,598726,596513,590922,587134,583143,582750
27180,"Jackson, TN (Metropolitan Statistical Area)",137442,138282,140474,143877,144788,145635,146061,147576,148649,148899,150149,151801,151980,151536,150448,151124,151937,151419,150834,150511,150460,150984,152576,154503,156701,158657,161265,163253,165185,167199,169023,170267,171360,171787,171605,173185,174116,175703,176608,177654,178739,179801,179878,180198,180310,179967,179345,179197,179335,179507,179846,180559,180480,181418,181826
27260,"Jacksonville, FL (Metropolitan Statistical Area)",619535,623388,634713,646275,659829,687746,690714,698553,704888,715770,721782,741394,755420,768427,783354,804178,827746,853211,874757,896417,904284,932169,955572,977699,990520,1004478,1020631,1052363,1077069,1094889,1109951,1126282,1148091,1171363,1193042,1222866,1249072,1282311,1306788,1322728,1334972,1349493,1364861,1382855,1401041,1426514,1457278,1491834,1523486,1553781,1583466,1612981,1641741,1676329,1713240
27340,"Jacksonville, NC (Metropolitan Statistical Area)",100555,102582,100831,94669,93193,96362,112734,115272,116382,118455,113156,113515,116100,118881,124216,128297,133240,138143,141166,142695,149174,150098,151342,146370,147789,146760,147258,148658,147955,150773,149628,150678,151068,153397,150481,158837,157205,161185,163256,169059,173064,186940,185175,191007,192798,192411,193823,193227,195881,197682,203475,207757,206018,209031,213676
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",129756,131872,132257,133253,134603,135984,137680,137402,137859,138065,139809,139269,138336,137893,137549,137523,137713,137555,135641,136588,138161,139859,141219,142904,144372,145982,148179,149937,150145,150827,151541,152464,153174,153628,154268,155685,156761,158538,159912,160647,160411,160276,159976,160251,160602,161261,161417,161746,162721,163319,163681,163758,164115,163841,164278
27620,"Jefferson City, MO (Metropolitan Statistical Area)",94196,94027,94588,97637,98495,99942,102037,103718,105067,108217,109714,113330,114422,115211,116456,117342,117000,118360,119231,119646,120250,121107,123100,124802,126662,128490,131148,133601,135707,137268,138736,140285,140991,142190,143171,142637,144450,145654,146455,147792,148880,149996,150430,150428,150725,150782,151000,151449,151408,151493,150990,149432,149951,150337,150733
27740,"Johnson City, TN (Metropolitan Statistical Area)",131679,132997,136401,140121,140947,143257,145524,149645,149374,150780,153562,155925,158024,158424,158995,159742,159422,159326,159337,159181,159430,160942,163079,164834,167100,169319,171654,174296,176853,178581,180145,181944,182187,183973,186040,187317,189182,191943,193819,196242,197698,199085,199934,201130,201415,201252,201857,203338,204179,205565,206496,207476,207171,210223,213198
27780,"Johnstown, PA (Metropolitan Statistical Area)",188163,187061,188837,189521,189286,188475,188819,190087,190302,188155,186373,182986,181509,178601,176996,175730,172797,170400,168535,166006,163970,162938,162473,162247,161770,160766,159892,158588,157396,155677,153911,152107,150902,149831,148836,147886,146975,146093,145283,144646,144186,143574,143171,142604,140335,139503,138427,137280,136209,135052,134077,133211,132237,131429,130668
27860,"Jonesboro, AR (Metropolitan Statistical Area)",78951,79540,82495,83698,84953,85734,86332,88200,89644,90272,90835,90274,90094,89303,89065,89417,89745,89832,91051,91939,92714,93999,94210,95994,97939,98872,100831,102652,104130,105607,106563,108136,108774,109191,110177,111370,112570,114629,116163,117915,120114,121238,122748,124099,125553,126442,127992,129403,130618,132103,133316,134573,134485,135316,136390
27900,"Joplin, MO (Metropolitan Statistical Area)",113951,113028,114407,117364,119399,120962,121126,121777,123716,124905,126753,127845,128894,129226,129634,130678,131504,132165,133284,133670,134404,135219,136705,138865,141558,144212,146755,149456,151852,154066,155822,157665,158567,160092,162037,163997,166160,168701,171224,172744,174394,175867,174037,174751,175622,176489,177452,178314,179235,179620,180723,181599,182764,184112,185733
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",46414,45995,51784,51488,52693,53661,56669,60173,62763,65950,69537,71624,74043,77103,80060,82969,85147,87389,90532,93767,96819,101709,105599,108585,111944,114754,117895,120689,122772,124648,126160,129078,132428,134583,137596,140625,143448,145776,148117,151424,153393,155041,156681,158340,160153,161887,162447,163731,164291,164904,164897,164848,164878,164440,164264
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",195848,201415,201573,202874,201125,202616,203707,205925,207490,209043,210292,212606,213055,213434,212440,212995,214247,216220,218687,221394,222646,223951,225015,227238,229489,230556,232184,233923,235090,236312,237581,239008,240080,241937,243834,242505,243259,244178,245431,246862,249023,250654,252131,254498,256069,257316,257654,258996,260368,261663,261653,261796,260523,260892,262215
28100,"Kankakee, IL (Metropolitan Statistical Area)",97040,97342,98659,99695,99351,99787,99990,100458,101619,103025,104238,102886,102544,101218,99560,98513,97039,95926,95692,95481,95611,96560,97598,99215,100766,101736,101923,102296,102951,103222,103675,103842,104490,104932,105794,106744,107917,109735,111499,112658,113107,113387,113365,112694,112329,111352,111089,110241,109578,108787,108365,107264,106605,105998,105940
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1397802,1419593,1432356,1439848,1454634,1450974,1443816,1452126,1455117,1468792,1475676,1484234,1489775,1494551,1502652,1518797,1536347,1554473,1576591,1593958,1602744,1618905,1636516,1653327,1673964,1693952,1710587,1733398,1756537,1776976,1796711,1817929,1837551,1858778,1875142,1892097,1909428,1931764,1954688,1973888,1994834,2013908,2028300,2043597,2061129,2078737,2097773,2121223,2143999,2164286,2180431,2195218,2203335,2208782,2221343
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",90636,93499,94080,95067,95211,98666,105045,112838,119629,129214,137929,145515,149418,153079,149371,147429,146400,146551,147547,146750,146117,151331,155993,161680,168075,174957,180501,181605,183909,186290,189025,192696,196420,202688,209043,213854,219086,224149,229255,237348,245600,255562,263591,268265,271056,274511,279386,284221,290646,295833,300422,304569,308701,311411,314253
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",161835,169695,174387,193630,216716,221833,221119,229880,232517,236961,232714,227951,232715,239048,242252,244697,252645,253385,259706,262373,266463,269515,265657,270722,286593,307884,313222,318613,321821,325335,325473,332989,336409,341231,342865,349745,357533,365460,380804,392237,395375,408489,413454,425485,426759,430099,437152,441790,449098,458143,469109,477093,487012,494449,501333
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",240304,241800,247013,249683,253233,257350,260702,264479,267499,271688,275007,278763,279993,280418,279113,278485,277884,276878,277217,275824,275656,276205,278847,282292,285142,286625,289762,292153,294250,296333,297863,298534,298648,299267,300370,300668,302519,304535,306805,308069,309293,309475,309081,308594,307782,307154,306220,305989,306443,306618,307208,307750,308690,311040,313025
28740,"Kingston, NY (Metropolitan Statistical Area)",139775,142242,146705,150111,152980,154057,156022,157793,157559,158617,159606,158111,157625,157770,158414,159557,159880,159760,161865,162889,164359,166049,168869,170872,172594,172252,172362,173205,174148,175085,176526,177810,178440,180128,180942,181847,182438,182845,182818,183174,182638,182526,182980,182487,182058,182173,181830,181574,181579,181848,181669,181271,183489,182320,182333
28940,"Knoxville, TN (Metropolitan Statistical Area)",510479,514357,526504,533511,538759,544906,555290,567394,577558,585187,595675,606956,613462,619485,621248,619469,619633,616527,619620,625415,630777,636386,647671,660168,671010,683318,695685,705564,712532,717379,723054,729194,735744,742420,750863,758622,768798,782685,794171,804719,811349,816113,821279,826042,830506,834896,840236,847835,857009,865239,872567,882327,892615,908736,921583
29020,"Kokomo, IN (Metropolitan Statistical Area)",81918,83353,83904,84832,85745,87215,86906,86700,87123,87248,87305,86774,86098,85004,84532,84671,84459,83768,82308,80994,80751,80976,81924,82537,83271,83584,83905,84656,84669,84361,84772,84940,84909,84563,84538,84291,84382,83943,83743,83472,82701,82775,82919,83059,83057,83020,82855,82965,82960,83087,83500,83589,83650,83546,83831
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",97811,98260,99301,98738,100165,101810,104618,103720,106314,109509,111346,109696,110473,111000,111122,112222,112937,113108,114178,114981,115693,116769,117700,119207,120597,121856,122910,123920,124521,125371,126041,127021,127624,128261,128780,128992,129549,130147,131190,131920,133072,133967,134439,135907,136528,137279,137795,138115,138693,138904,139146,139770,138150,138979,139068
29180,"Lafayette, LA (Metropolitan Statistical Area)",293833,297437,301678,307819,312430,317134,322597,330873,337770,344306,351776,361450,371133,385710,393737,392956,395505,397056,389109,383841,383800,383397,388299,392531,397922,402385,406658,411228,416562,421081,424114,425158,426750,430358,432900,436018,439936,450740,454315,459111,463998,467346,469617,471829,476323,480285,483798,484056,482268,480655,479248,478268,479858,480961,481947
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",145032,147278,149406,153040,151818,153879,153713,155735,157441,159298,160741,160894,161650,162646,162734,162068,162555,162531,163087,164744,167174,167246,169771,172094,175012,176930,179451,181510,182700,184114,185692,187356,189259,190379,192210,193605,196649,200685,203703,206556,209308,210481,212213,214580,216457,217825,219051,221610,221673,223295,223602,223864,225083,225911,226564
29340,"Lake Charles, LA (Metropolitan Statistical Area)",152608,153590,154666,157151,158870,159343,160391,162731,165539,167630,171913,177456,180724,183865,184681,184287,183031,181297,180214,178955,177773,177524,179439,180736,182093,184181,186607,189335,191076,192470,193408,193491,193171,193321,194552,195444,196263,193069,194598,196362,198010,200196,201866,203535,205746,207970,211129,214640,217783,219916,221639,222104,210008,207184,208529
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",24600,26338,28736,31084,34030,36572,39388,42458,43312,46017,51783,56423,58607,62539,64005,67364,70769,75366,77314,82381,87040,95491,102263,108644,115706,122906,130274,136436,140922,145155,150351,156215,160312,166155,172633,180521,188773,196168,199760,200078,199696,200260,202500,202781,202308,202345,203247,203940,205389,207757,210880,214185,217164,220905,223682
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",226879,230334,241479,252394,262049,274042,284417,289562,296048,301183,312723,324038,332973,339930,346080,354414,363802,372057,380106,389160,398231,407756,415136,423171,429224,438480,447182,454512,463519,471450,478047,485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,602820,608513,612827,618786,629269,642067,658019,675948,695556,711750,730158,755598,788382,818330
29540,"Lancaster, PA (Metropolitan Statistical Area)",315699,321290,327155,332160,336819,340170,344814,347407,351084,354667,359329,363420,366979,370992,376234,380892,385245,392339,401773,410152,417585,424947,431229,435886,441056,446254,451817,455783,460085,464272,467879,471955,475483,480118,485119,489977,494722,500922,506639,511957,516577,520480,524782,528372,532174,536132,539334,542338,546058,549342,551484,552821,556292,556660,558589
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",433821,442507,447595,451948,459983,465472,467615,469498,473839,480378,485040,491349,492122,485223,481941,482037,484662,491775,496579,499754,500232,503291,507226,509714,512279,513997,514962,518831,519679,519274,518786,520449,524067,527582,530834,534758,535500,536188,536230,535161,533857,534726,535779,535526,535954,537214,537777,540583,542883,542279,542535,541030,527587,539950,541202
29700,"Laredo, TX (Metropolitan Statistical Area)",74939,73536,77556,81025,83080,77327,83006,88481,91535,93776,96844,100481,105077,111106,115419,116566,118164,122011,124528,126575,129943,134430,140082,147026,154536,161107,167466,171583,177140,182994,189014,194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,251126,254692,258314,261101,263059,264372,265778,266072,266391,266986,267363,267400,267619,269148
29740,"Las Cruces, NM (Metropolitan Statistical Area)",69000,70254,72726,76553,76909,78888,81979,85259,88302,92193,93741,97012,99623,103448,107627,112474,116321,120474,125032,130016,132957,136593,141228,146995,153049,157530,161014,165618,169081,172057,173889,175098,176496,178464,182045,184939,189199,193701,197853,200855,205401,210066,212973,214179,213887,213413,213373,213885,215315,216434,217687,220060,221732,223530,225210
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",267479,276079,293008,307426,319399,336930,351339,369529,389965,412913,441358,469185,492747,513708,530195,544893,561081,580775,611763,647410,691467,756170,816085,857357,902338,972624,1035847,1099894,1177230,1251258,1321254,1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1951737,1957626,1981384,2005757,2037960,2077790,2115963,2154616,2195698,2237815,2274887,2295310,2322535,2336573
29940,"Lawrence, KS (Metropolitan Statistical Area)",56929,58233,59621,60767,61848,62844,60580,61498,62932,65685,66710,68045,69569,69948,69947,70618,72151,74538,76148,78779,80092,82229,83683,85379,87926,89683,91408,93381,95706,97566,99490,100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,111122,112084,112602,113674,115075,116431,117670,117950,118398,118968,118784,119493,120007,120553
30020,"Lawton, OK (Metropolitan Statistical Area)",119717,114835,114717,107106,109334,110808,112591,121157,122462,124413,122200,120234,121777,126418,129084,128046,127261,125897,125301,123289,119044,118112,117896,127413,125485,125323,123412,123357,122497,122076,122542,121695,119955,119889,117484,122341,121475,122980,125814,124166,126131,131569,132297,132587,130805,130742,129671,127438,127809,126734,126793,126660,127766,127674,127001
30140,"Lebanon, PA (Metropolitan Statistical Area)",98809,100193,102907,103414,105069,105311,124289,108206,108055,109308,110096,108839,109645,110574,110199,110250,110382,110764,111646,112643,113009,114109,115248,116066,116764,117415,117809,118391,118753,119590,119944,120309,120954,121698,123154,124644,126197,128302,130182,131574,132959,133705,134722,135880,136307,137201,138317,139470,140629,142446,142809,143278,143759,143902,144252
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",43509,44211,44792,46404,46454,46658,46744,47617,47898,48543,49026,50082,50169,49856,49673,50264,50257,49891,50063,49995,50964,51526,52487,53629,54750,55987,56718,57332,57874,58116,58042,57944,57446,57601,58183,58581,58979,59646,59908,60203,60464,61062,61524,61620,62238,62439,62618,63053,63559,63760,64026,64469,64969,65445,65536
