CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
33540,"Missoula, MT (Metropolitan Statistical Area)",3927791,4108029,4281045,4427902,4542947,4656595,4760318,4871815,4807664,4769650,4815621,4789417,4834963,4955575,5109708,5197179,5530699,5598430,5759384,5743155,6373555,6517231
33660,"Mobile, AL (Metropolitan Statistical Area)",16325910,16407879,16700959,17246838,17917977,19130104,19245529,19393161,19325284,19562935,19920765,19833204,20108332,20124610,20112176,20524904,20576160,20912705,21226460,21415829,22277342,22789935
33700,"Modesto, CA (Metropolitan Statistical Area)",16559172,17211668,17828749,18906794,19533906,19987363,19706375,19117205,18863423,19014237,18963019,18692433,18926529,20164828,20967459,21301063,22191928,22810079,23293606,22610630,23527205,23457778
33740,"Monroe, LA (Metropolitan Statistical Area)",6809343,7297714,7480032,7847068,8175961,8258333,7445661,7115426,7370675,7571550,7353810,7586500,8264954,8287674,8442558,8482087,8330804,8467890,8203928,7969520,7971955,8113217
33780,"Monroe, MI (Metropolitan Statistical Area)",5759306,6027441,6231575,6149131,6219035,6349997,6339875,6070418,5628572,5955487,5987087,5791095,6006997,6028006,6052526,6021311,5999722,5880549,5928026,5597580,5738150,5708370
33860,"Montgomery, AL (Metropolitan Statistical Area)",14657661,14950873,15467689,16289606,16925364,17335553,17437310,17154949,16623890,17093817,17159162,17429363,17382981,17242966,17645112,18184902,18161538,18181259,18293634,17873910,18385455,18846094
34060,"Morgantown, WV (Metropolitan Statistical Area)",4921793,5066851,5204907,5480839,5771349,5865472,5886556,6073007,6330964,6855551,6904990,6941822,7472657,7433167,7704227,7619302,7846985,7912910,7661637,7593789,7919011,7928137
34100,"Morristown, TN (Metropolitan Statistical Area)",4066919,4059582,4093702,4280579,4327075,4443567,4500559,4389301,4027369,4391573,4531272,4597641,4656637,4770326,4866160,4925235,5112106,5072997,5197979,5204264,5553067,5674053
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",4960758,5897296,5646752,5318387,6463315,6001366,6170188,6366940,6579446,6726396,5574289,5472360,5763449,5863939,6780585,6727490,6537005,6635744,6669840,6679499,6730598,6468582
34620,"Muncie, IN (Metropolitan Statistical Area)",4494980,4494890,4686822,4609376,4543988,4540774,4341778,4309573,4099699,4368683,4750182,3902881,4025550,4012956,3989257,3948907,4030138,4096420,4128420,4029329,4164411,4319738
34740,"Muskegon, MI (Metropolitan Statistical Area)",5592489,5688194,5680996,5763454,5906271,5807527,5794219,5619754,5420075,5610978,5782913,5883870,6058983,6165158,6238538,6097005,5986522,6085095,6118683,5901734,6155453,6229824
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",11631615,11826173,12558953,13544424,14647503,15149113,15482998,14878166,14350779,14406766,14629512,14581964,15064370,15833750,16366081,17154849,17915888,18299683,18661012,18942813,20126573,20937663
34900,"Napa, CA (Metropolitan Statistical Area)",7692253,8125294,8215031,8134485,8555837,8547432,8767280,8870551,8629252,8503238,8378966,8944462,9405317,10090491,10593191,10814400,10996519,11046992,10987735,10386964,11381396,11316575
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",13482225,14304083,15115052,15883648,17337771,17546833,17432825,16331824,14881771,15103481,14846701,15057790,15625311,16451682,17498080,18596601,18972217,19603770,20295361,20239264,22806993,23677213
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",72128424,75095347,79208513,84544026,87875031,91325609,92244912,96039925,93266579,95320314,98695734,104349916,107748371,112717213,120250930,124750566,130549166,134555744,139494691,138392978,153009022,162594773
35100,"New Bern, NC (Metropolitan Statistical Area)",4662124,4569500,4786858,5027056,5397133,5470424,5617254,5470030,5311677,5476762,5384192,5390934,5601512,5781363,5784401,5320182,5397061,5282920,5485766,5334062,5605089,5491723
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",44067555,44985567,45340301,48260547,48700106,49935278,50446434,50276431,47230366,47924493,47638679,47608248,48061196,47942345,48669195,49501665,49698505,50711147,51494190,49996059,52016888,52659909
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",74342679,76170152,79786819,82226430,85248796,80304412,79803754,85818322,87057920,95203539,73215013,74833471,72342844,73178103,73394037,73950608,78225064,78131482,79367490,72861022,75211932,73997505
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1329496181,1318993384,1325356544,1354477967,1392492407,1434557706,1450432975,1425548233,1456569011,1505251784,1511139478,1574050499,1587462103,1617142651,1651986502,1680298739,1714074302,1766287427,1803714884,1740098412,1823942483,1870252821
35660,"Niles, MI (Metropolitan Statistical Area)",6720662,6844531,6978225,7365258,7174302,7324606,7621210,7057759,6209794,6881340,7022430,6929009,7096408,7131576,7255438,7571477,7684118,7498236,7329099,7508467,7479801,7380206
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",23805547,25874132,27287760,30093816,32827894,33708348,32826144,30243904,28642341,27601073,27785593,27490477,28586692,30097722,32114753,33189208,34411905,36196323,37667744,37803250,40234292,41803908
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",15552094,16322816,17125052,19093687,19690197,20718699,22194265,20724856,18106019,18011476,17867742,17733285,18260336,17235322,17807691,17916670,18942592,19248308,19209683,17957743,18262159,18792350
36100,"Ocala, FL (Metropolitan Statistical Area)",7085063,7454844,7982158,8518599,9191556,9887822,10167466,10097052,9174580,9049901,8968583,8706217,8857676,8877559,9080073,9725514,9763722,10173070,10291593,10698622,11457254,11682542
36140,"Ocean City, NJ (Metropolitan Statistical Area)",4869005,5047851,5225475,5400911,5579736,5486187,5459035,5434067,4911785,5362319,5246638,5079720,5205189,5404814,5262177,5246931,5398534,5417247,5335222,5221427,5557387,5466023
36220,"Odessa, TX (Metropolitan Statistical Area)",5261980,5674143,5411959,5621849,5769116,6679741,7372008,7985185,8194656,8652430,10164506,12055281,12536881,12685557,11318562,9693922,10478298,12490648,13040470,10954580,10605581,11363572
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",17605530,18202192,18769652,19305704,20445203,21865782,22579582,22423575,22368848,22699431,22897013,22867736,23856129,24449925,24936588,25812833,27303694,28783152,30087730,30861702,32136336,32288405
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",46543563,47364756,48536578,50501942,52126229,55067063,55594656,57105934,56513812,58044622,60500983,63138605,64951494,69106356,72005174,72189772,74418907,77046911,78352643,75889236,76593029,76111376
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",9340252,9445732,9606629,9784968,10220912,10502357,11089608,11602865,11225513,11358790,11336656,11430810,11566433,11775043,11837239,12492670,12907242,13734622,14060838,13747480,14725118,15179737
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",41468501,42660923,44665283,46807727,48418401,50206104,51734346,51273367,51371588,52941915,55824227,56699264,55749311,59223780,61166166,61480329,64329518,65706869,66511603,65479048,68300165,72581565
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",87051253,90363071,95216336,102344344,110181745,113678988,116664505,113678708,105856691,107270919,107456421,110030803,113721965,117990740,124430532,129180669,136223280,141200311,146135192,140067077,156475297,165757392
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",8510486,9147946,9222775,9425839,9586500,9759308,9609023,9460220,9149623,9530101,9621546,9672026,9683355,9925315,9843052,10299460,10256853,10515988,10856396,10683815,10899145,10843847
36980,"Owensboro, KY (Metropolitan Statistical Area)",4453134,4691361,4929973,4936208,4954810,5186516,5017362,5241478,5108311,5376554,5451212,5529335,5820027,5711395,5783158,5824745,5844583,5743200,5739439,5602414,5613842,5619140
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",39016318,40234620,42820863,46880813,49219057,54587334,59025486,54095039,53813657,53517947,50599745,49785812,50380642,50081745,50376211,50166157,50165884,50754467,51639533,51144528,52906964,52689371
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",16261511,16913264,18186850,19794433,21203479,22053316,23449889,23671354,21978449,22104454,21112439,20777880,21000520,21478966,22463493,23027348,24133063,25244764,26348425,26587950,29191295,30082101
37460,"Panama City, FL (Metropolitan Statistical Area)",6146349,6565670,6882149,7522208,8018443,8243569,8339396,8279373,7961215,7943659,7739492,7710164,7809385,8010371,8265977,8435945,8391383,8572539,8658254,8771093,9501883,9794242
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3732102,3870376,3880532,3886190,3827721,4030289,3853773,4013279,4364156,4281245,4156528,3872064,3755049,3738567,3697830,3606481,3610428,3680020,3537875,3514673,3672676,3644616
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",15665790,15959149,16459685,17166328,17729677,18200756,18374025,17899606,17306612,17562549,17843556,17713564,17999697,18171896,18871600,19599784,20210863,20439612,20848405,20884004,22330360,22765668
37900,"Peoria, IL (Metropolitan Statistical Area)",18779066,18618311,18986258,19708611,20729103,21915786,23125372,23542709,22932197,25105887,28388629,31635093,27210947,26704993,24500602,23025877,21777992,22340533,21513254,20060453,20928148,22041676
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",328508535,331361709,344556119,358145048,361393184,365190576,378819766,389551765,376898103,385125049,387482260,397146827,403724247,413997770,420928832,426712256,425373943,432303107,436749140,419662826,437550234,444998545
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",163040195,168961926,180979052,191018073,205774081,216095669,223034398,218638321,198621899,200598619,207388704,215066758,216615144,220176396,227107612,235238815,246068032,257410455,269599619,272794254,296340472,308214853
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",3804773,3751788,3926155,4119700,4118652,4117262,3935780,3967567,3803485,3921432,3890365,3932022,4059737,3878957,3685517,3618614,3510237,3436911,3395529,3208750,3390739,3311025
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",112996500,114481789,117710757,120210909,120950478,119500751,122474975,125316662,123545962,128983380,131894439,134419633,137201412,139619863,143986867,144284346,150697726,154324237,155924635,147494188,152964506,153329563
38340,"Pittsfield, MA (Metropolitan Statistical Area)",6219382,6400496,6252642,6436462,6634775,6592845,6628650,6797915,6632260,6790258,6861077,7179458,7228482,7309871,7351578,7295110,7025430,7117760,6998340,6766260,6896795,6927750
38540,"Pocatello, ID (Metropolitan Statistical Area)",2854742,2721875,2768485,3009023,3182800,3182167,3172236,3326827,3162557,3121971,3115188,3142151,3081524,3077650,3098411,3108941,3168627,3222781,3293509,3351225,3373520,3550277
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",24582062,24951575,26071149,27271496,27548338,27856295,27938015,28046575,27755356,28249139,28242124,28466361,28421599,28822575,29337338,30367100,31325495,32448041,33034941,33896554,36340168,37516986
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",91769159,92609125,98588715,105239497,109537764,115281971,118771225,124093335,117742210,120606511,125278713,127628442,128964259,133294488,140907094,147488860,155831974,162729750,166879269,165137716,174790074,177817816
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",11932545,12594890,13141151,14536626,15821221,16976963,17125134,16364918,15611174,15494136,15231027,15327300,15442595,15761733,16250895,16667485,16744001,17315295,17465492,18443057,19125641,20002318
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",24061904,24571510,26136833,27234491,27585527,27372998,27967381,29097943,29267399,30234530,30256351,30266349,30528025,30435721,31178857,31300211,32061816,32619657,34272601,33252799,34787649,35904363
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",5084868,5260750,5579509,5938528,6447059,6824082,6748023,6856865,6287242,6150727,6131099,6045052,6286978,6543792,6551007,6778705,7229041,7345912,7388378,7450732,8087008,8092110
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",71005338,72877812,74903393,77089198,77924577,80143015,78849905,78469644,76818957,79097973,79376135,79773023,80760053,82020249,84030603,84201746,84627951,84716700,86512507,83975024,88228619,89463726
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",11710195,11984499,12515232,13450986,14385563,15538093,16982880,17266409,17468287,17882314,18450750,18733325,19683430,20609926,22290558,23848776,25475443,27586380,30110498,31474478,34029795,35293781
39380,"Pueblo, CO (Metropolitan Statistical Area)",4852134,4905780,5012820,5282428,4979588,5126891,5130270,5415107,5428487,5531598,5708248,5828703,5831028,5724101,5865898,6024608,5971695,6176243,6417332,6179360,6616075,6510540
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",3964650,4235410,4439312,4776583,5213292,5132665,5084596,4645851,4464626,4427671,4324423,4507830,4498989,4596455,4851323,5047243,5181236,5363641,5658676,5983852,6234758,6475991
39540,"Racine, WI (Metropolitan Statistical Area)",8662726,8741950,8939585,9213086,9093242,9261515,9083183,8792507,8469222,8964538,8890665,8940458,8710302,8870365,8745989,8538199,8168961,8307502,8287192,8326223,8430514,8389160
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",43901849,45334077,47028930,49255921,52249645,55969662,58738505,60258870,57712333,61657287,61157673,62944712,66957721,71013091,76250943,81207420,84942031,89495451,92341921,92736334,100642564,104168430
39660,"Rapid City, SD (Metropolitan Statistical Area)",4696092,5328633,5339970,5230621,5423639,5216666,5396106,5480786,5381282,5593240,5675296,5902931,5827429,6003152,6166308,6190753,6285618,6389384,6514959,6676205,6908225,7039321
39740,"Reading, PA (Metropolitan Statistical Area)",15889570,16067078,16391067,16640391,16999651,17724993,17623788,17774108,17111151,17551673,18077363,18221516,18566005,18942706,19769018,20112551,20118171,20374240,20313332,19600626,20082366,20098819
39820,"Redding, CA (Metropolitan Statistical Area)",6593736,7329141,7532447,7375264,7229051,7531668,7298233,7070736,6916958,7148754,7309077,7022507,7021036,7170116,7314111,7683255,8147396,7889537,8349619,8133732,8172559,8126075
39900,"Reno, NV (Metropolitan Statistical Area)",22065987,22299414,22965245,24705495,25785089,25838943,25738974,24545938,23166810,24211619,23842535,24455601,24335998,24438381,26324765,27416931,29361104,28776037,29840002,30088205,32927151,33592812
40060,"Richmond, VA (Metropolitan Statistical Area) *",67051563,65648678,66948116,67523043,70633139,71075615,72186177,71727702,70348318,72259377,74022918,75597765,77710858,78663161,81756383,82998076,84500969,86528275,88497657,86961163,91241142,93614928
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",110343732,116105675,124213725,132938769,141765461,147659996,150418926,147065343,138295413,140956462,143846927,144328391,149957978,155233273,162441496,166795058,171203284,177211054,184662178,182563278,193689715,195808085
40220,"Roanoke, VA (Metropolitan Statistical Area) *",14496780,14353452,14496290,14476478,15001182,15464597,15818813,15766666,15226379,15497357,15459974,15423273,15799871,16080596,16449171,16201736,15918924,16183704,16072741,15737137,16634246,16911197
40340,"Rochester, MN (Metropolitan Statistical Area)",8252038,8846448,9561152,10013742,10177272,10406857,10442887,10850967,10730420,11192571,11317941,11646562,11936063,12123127,12471081,12642691,13102093,13555688,13848335,13672605,14128823,14230336
40380,"Rochester, NY (Metropolitan Statistical Area)",56391343,56457699,57370080,57518358,56964825,57498695,58178872,58974897,59199173,60874843,59498828,59674686,59510574,59161707,60566829,60450786,61031225,61352704,63572840,60832206,63207319,64229725
40420,"Rockford, IL (Metropolitan Statistical Area)",14140480,14387701,14640037,15001337,15349016,15888922,16145869,15832848,14586888,14733518,15266714,15358588,15197832,15334439,15625234,15603668,15826773,16253918,16161341,14490425,14904989,15370676
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",6435087,6301079,6396364,6410855,6546037,6776498,6799435,6801978,8503693,7575337,6835161,6038193,6090411,7566421,8411792,8384099,7016832,6669395,6360941,6457270,6724348,6743284
40660,"Rome, GA (Metropolitan Statistical Area)",4415114,3921589,3949920,4121707,4009808,4049199,4109196,4083871,3954960,4019164,4011067,3908364,3823133,4011320,4137921,4312400,4173443,4148705,4087017,3919567,4138165,4188604
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",94822530,98220936,103065801,106782560,112060049,115207727,116771986,115871271,110547147,109083792,111608920,112927196,116573960,119818240,124917474,127496875,131157393,136933816,141690024,138496151,146940779,149614056
40980,"Saginaw, MI (Metropolitan Statistical Area)",8219450,8420604,8780802,8713941,8914714,8696427,8456465,7904456,7515045,7933470,8109769,8103882,8182107,8016108,8040909,8233953,8198898,8459769,8429628,8247600,8783209,8854522
41060,"St. Cloud, MN (Metropolitan Statistical Area)",7749033,7943551,8066089,8478191,8576048,8767623,8755169,8917211,8650354,8725586,9080411,9114313,9477490,9874549,10028126,10398231,10581206,10676022,10581367,10400127,10531622,10660374
41100,"St. George, UT (Metropolitan Statistical Area)",2777997,2945288,3171056,3474622,3869900,4269715,4438790,4244572,3854063,3832970,3881182,4179470,4560155,4757231,5067390,5556357,6234717,6619509,6886456,7219195,7853248,7944998
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",4733032,4859418,4927339,5228174,5243497,5308128,5402466,5578718,5498625,5495707,5558766,5976150,6170308,5941022,5785980,5770694,6080876,5960083,5978068,5852448,5853623,5693298
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",140671495,142701477,147275770,149755908,152726023,152397455,153776050,158778833,154249197,157598304,157558667,159153169,161321261,163588334,164953582,165057745,164415211,166573763,169262441,165804478,175042138,178656591
41420,"Salem, OR (Metropolitan Statistical Area)",12448615,12687962,13139951,13415040,14034927,14930119,14750746,14852577,14293977,14406292,14121396,14274965,14273964,14754912,15557201,16350558,17085587,18039924,18591630,18550497,19730167,20221243
41500,"Salinas, CA (Metropolitan Statistical Area)",21467714,22707029,22677669,20329457,20831154,22325843,21360900,21062003,22377864,21882546,20629712,21478467,22733536,23125636,25086928,25860113,25923476,26770519,27426311,26964076,27192351,26728936
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",15598866,15132766,15554797,16461554,17425968,17938176,18329099,18276714,18207202,17677755,17913610,17995988,18942309,19924558,21588588,21234606,21115455,21627958,22495198,21578029,23200229,23829827
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",55191230,56627227,57007994,60890043,64320902,69163898,72425856,71887202,69546064,71288437,74710824,76922246,78281802,80750181,83475327,87417585,91954184,97160079,102823183,102522704,111487331,113077475
41660,"San Angelo, TX (Metropolitan Statistical Area)",3847522,3799617,3754950,3748024,3771031,3839524,3971202,4185368,4474846,4750107,4936061,5358618,6096004,6636739,6829516,6353834,6333829,6668905,7301861,7316870,7351026,7372583
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",72432948,74362511,77324365,80076166,83419587,87822328,90512867,91444642,89583658,93281935,97520858,100304864,105580489,111174173,117563189,118607925,118925670,124531674,128536316,127093787,134072963,140363477
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",152305286,159296690,167846972,177125125,186576147,190800982,194328788,193238641,183920034,186568771,190527186,193126868,201179560,207374059,214131174,216808329,224767520,230518588,236250458,232701672,250063598,257341197
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",322406182,315859602,320626734,324229324,338327098,348300972,351592603,369652893,354362360,354658027,358173965,388091692,405006071,429713771,455705129,481821380,526582864,560553451,590717591,591150074,655887146,654730737
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",115978782,111499202,118580734,122653941,130773417,139682831,153857691,161861604,158052278,171825658,187593959,196786102,217614225,233312687,254088068,269463092,282663484,304610321,320852934,341921437,388071094,385011200
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",11694504,12969052,13283366,13372822,13875713,14147487,14089588,13618390,13325930,14017954,14264171,14621518,15164735,15461958,16372072,16705199,16779957,17200943,17239485,16943323,17484003,17761567
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",11886844,11886240,12186113,11811055,11853826,11785891,11796626,11883271,12064825,13028773,12856863,12648140,13069005,13407685,13538926,13838548,13941610,14363961,15339913,15222100,16385408,16408162
42140,"Santa Fe, NM (Metropolitan Statistical Area)",5909177,6358773,6226857,6475128,6666635,7080812,7350694,7640151,7074059,7108524,6978550,6853630,6926764,7109332,6946786,6980157,6940839,7088694,7137712,6698952,7327711,7477089
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",18704967,19509021,20301422,20957739,21866361,22217771,22670140,23223812,23621228,23400850,23531863,24177358,24612326,25239236,26569565,26805701,27474155,28505410,28901426,29367094,31365482,31147307
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",22424276,23360909,23193391,23112212,23574318,23737230,24262255,24112663,23049293,23744974,24211761,24729966,25403056,26431958,27693872,28392136,28853518,30213474,30422053,29521868,31391109,31368529
42340,"Savannah, GA (Metropolitan Statistical Area)",13773110,14019936,14355831,15186494,16122391,16911843,17316791,17066749,16953964,17372334,17855449,18432080,18517399,19319962,19890908,20658771,21178366,21468332,22165027,21701199,23648248,24499860
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",21829574,21697152,22140902,22634075,22908575,23015118,23628229,24039367,23793548,24415653,24592560,24783309,25107423,25652508,26401389,26851914,26658860,26778970,27148409,25901903,26796780,26657427
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",205422952,205596773,208816079,213810257,229109919,240142726,257787244,262875602,253828006,261975127,271234391,285805224,298218356,312734562,326985067,340431528,368193333,395709089,417984875,419746126,451641468,462254671
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",4281416,4580695,4904097,5247863,5669939,5696946,5889646,5563615,5209039,5046715,5106361,5216043,5311907,5522795,5936262,6432452,6355422,6668941,6828186,6937570,7895295,7901043
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1954935,2110005,2182828,2328939,2509477,2725396,2686760,2543090,2557297,2482314,2396657,2488367,2327142,2335224,2386876,2471050,2482118,2420183,2564490,2453455,2513431,2666455
43100,"Sheboygan, WI (Metropolitan Statistical Area)",5941134,6046449,6200967,6599976,6431369,6381223,6579248,6468509,6158182,6286686,6388332,6462697,6530807,6660220,6825918,7068187,7028622,7126252,6985730,6835019,6975399,6777935
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3259055,3344532,3413453,3643009,3676134,3979745,3931722,3994573,4007008,4132229,4355954,4412603,4481729,4561202,4700710,4773789,4703414,4970642,4989540,4874197,5225085,5325544
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",14992581,15081986,15752894,16614594,17577071,18198394,16913359,17078919,19624746,20817116,21963731,20885719,19354820,19273319,19843907,19760589,20077806,20687072,21298035,20070559,20807215,20576057
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3647128,3676578,3949401,4038852,4244601,4352073,4609239,4689284,4712495,4920718,4980412,4781331,4610485,4450513,4548133,4651172,4585054,4589727,4693345,4987234,4878561,4855020
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8148286,7352026,7277005,7722893,8051722,8199626,8425392,8852679,8330441,8564272,8229000,7879378,7783037,7831170,8125817,8274272,8106261,8464099,8536663,8465810,9092353,9094876
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",10556633,12275540,12054101,14276878,15372096,16874297,17127134,17633230,18603229,17972649,19087101,20921854,20136481,21243439,21522887,21827089,22154738,21889463,22770866,21966538,23095755,22603731
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",12540423,12853753,13536123,13963699,14036728,14291038,14445555,13973515,12556602,13275156,13396089,13537970,13786579,14298762,14544132,14556507,14674694,15340527,15712138,14793552,15520962,16094754
43900,"Spartanburg, SC (Metropolitan Statistical Area)",10814422,11146844,11681995,12368292,12797331,13477478,13410396,13120444,11895571,12434728,12643812,12479802,12675229,12966582,13508517,14331463,14976954,15365922,16118773,15726873,16500704,16727329
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",18909439,18932763,19253878,19962599,20903403,21587173,22425709,22731913,21975181,22135473,22189892,22518824,22917010,23405834,24040562,24759728,25479986,26764528,27522137,27715833,29994778,30011183
44100,"Springfield, IL (Metropolitan Statistical Area)",10751037,10929226,10653908,10642523,10641549,10696891,10613527,10708414,10713149,10991910,11024916,10924551,11012393,11257213,11324657,11389212,11297434,11623760,11676554,10904258,11545110,11742489
44140,"Springfield, MA (Metropolitan Statistical Area)",28261597,28522679,29036190,29384054,29589045,29575892,29734972,30072132,29410588,30515360,30945076,31389324,31675929,31684011,32641796,32819339,32559931,32901263,33540389,32648107,33684892,33750458
44180,"Springfield, MO (Metropolitan Statistical Area)",15197149,15600060,16384119,17095409,17869388,18008725,18157773,18509561,18037927,18112962,17815947,18039878,18103116,18720671,19424367,19428901,19677536,20071555,20718234,20331696,21815653,22232799
44220,"Springfield, OH (Metropolitan Statistical Area)",4714776,4752498,4689293,4906637,4911192,4959598,4729198,4630944,4392892,4406246,4515678,4467843,4550621,4613988,4658874,4611527,4661428,4620583,4702941,4466629,4650364,4670033
44300,"State College, PA (Metropolitan Statistical Area)",5902116,6151224,6368307,6713454,7151162,6928258,7079235,7313285,7260051,7675840,7870849,8216443,8255367,8323050,8413508,8696442,8878239,8807131,8867458,8528261,8799416,8927762
44420,"Staunton, VA (Metropolitan Statistical Area) *",4835304,4579951,4528034,4725533,4879192,4728143,4969830,5110317,5182531,5291699,5129236,4924360,5111112,5083461,5090373,5069347,5064115,5135189,5150015,4919741,5140168,5295475
44700,"Stockton, CA (Metropolitan Statistical Area)",22012070,23016670,24072702,25030619,26422098,25852898,25954332,25191852,24773148,24217769,24072391,24343657,25277469,26180174,27471639,28142383,29141656,30299585,31216949,30957345,33356039,32624193
44940,"Sumter, SC (Metropolitan Statistical Area)",3908062,3963590,4118672,4228046,4304511,4436869,4483832,4397184,4232342,4370186,4462977,4542167,4572424,4476072,4477948,4598012,4688263,4838506,4931943,4774230,4934570,4837486
45060,"Syracuse, NY (Metropolitan Statistical Area)",32611697,32859596,34166423,34872653,35139049,34900485,35633933,35579368,35375013,36900801,36633725,37578836,37988554,38693741,40070100,39668263,39834482,39856281,41019276,39843117,40906463,41061053
45220,"Tallahassee, FL (Metropolitan Statistical Area)",15025403,15431294,15763414,16338204,16385960,16368279,16997357,16803393,16287164,16213582,16128310,16179992,15827010,16061655,16202514,16603604,17109018,17171301,17533225,17233905,18305647,19154194
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",107822837,112664671,118261145,126024519,132496716,135683534,137367167,134074361,129194966,131029526,130742022,132984382,136241320,138955880,144730985,149452874,152661007,158044077,163322298,165493071,179026658,187733776
45460,"Terre Haute, IN (Metropolitan Statistical Area)",6479788,6674488,7000323,7170443,7149755,7285646,7373346,7413629,7082807,7443840,7429857,7375836,8212405,8164646,7645678,7592564,7517874,7493200,7463320,7346568,7868630,8045938
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",4913395,5093953,5159039,5438367,5567622,5659691,5722955,5775575,5705458,5739923,5809212,5759513,5576677,5513948,5529245,5547370,5453731,5422156,5426987,5402870,5497979,5501149
45540,"The Villages, FL (Metropolitan Statistical Area)",1030503,1133406,1330773,1410318,1622953,1793843,1965310,1935586,1981353,2093415,2197440,2617355,2917280,2840182,2990019,3070844,3208200,3392818,3769715,3829805,4464154,4810632
45780,"Toledo, OH (Metropolitan Statistical Area)",32237391,32671318,33065154,33725888,34890033,35085850,34688250,32868174,31089131,32118012,33607082,33247265,34314360,36440047,34916918,34926705,35347722,35981768,37279062,34834732,37442281,36662885
