GeoFips,GeoName,Value
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",108.691
37460,"Panama City, FL (Metropolitan Statistical Area)",96.986
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",48.403
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",84.869
37900,"Peoria, IL (Metropolitan Statistical Area)",64.07
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",115.828
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",122.909
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",41.071
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",74.852
38340,"Pittsfield, MA (Metropolitan Statistical Area)",79.796
38540,"Pocatello, ID (Metropolitan Statistical Area)",67.604
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",106.914
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",128.525
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",101.482
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area) *",121.374
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",84.252
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",98.849
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",108.942
39380,"Pueblo, CO (Metropolitan Statistical Area)",78.714
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",89.338
39540,"Racine, WI (Metropolitan Statistical Area)",70.892
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",104.473
39660,"Rapid City, SD (Metropolitan Statistical Area)",80.999
39740,"Reading, PA (Metropolitan Statistical Area)",90.283
39820,"Redding, CA (Metropolitan Statistical Area)",89.656
39900,"Reno, NV (Metropolitan Statistical Area)",128.113
40060,"Richmond, VA (Metropolitan Statistical Area)",98.152
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",129.199
40220,"Roanoke, VA (Metropolitan Statistical Area)",73.356
40340,"Rochester, MN (Metropolitan Statistical Area)",91.24
40380,"Rochester, NY (Metropolitan Statistical Area)",85.234
40420,"Rockford, IL (Metropolitan Statistical Area)",69.396
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",50.68
40660,"Rome, GA (Metropolitan Statistical Area)",61.743
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",131.469
40980,"Saginaw, MI (Metropolitan Statistical Area)",55.001
41060,"St. Cloud, MN (Metropolitan Statistical Area)",89.473
41100,"St. George, UT (Metropolitan Statistical Area)",106.686
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",59.275
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",79.982
41420,"Salem, OR (Metropolitan Statistical Area)",99.681
41500,"Salinas, CA (Metropolitan Statistical Area)",159.51
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",84.126
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",116.484
41660,"San Angelo, TX (Metropolitan Statistical Area)",80.822
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",94.619
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",183.903
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",206.37
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",233.264
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",157.009
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",185.002
42140,"Santa Fe, NM (Metropolitan Statistical Area)",98.882
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",172.181
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",158.22
42340,"Savannah, GA (Metropolitan Statistical Area)",91.367
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",65.057
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",154.776
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",84.912
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",63.151
43100,"Sheboygan, WI (Metropolitan Statistical Area)",66.503
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",79.519
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",59.612
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",62.783
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",62.938
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",77.36
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",76.554
43900,"Spartanburg, SC (Metropolitan Statistical Area)",68.967
