"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2013-2023
47020,"Victoria, TX (Metropolitan Statistical Area)",2.8
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",4.0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",4.0
47300,"Visalia, CA (Metropolitan Statistical Area)",4.2
47380,"Waco, TX (Metropolitan Statistical Area)",4.6
47460,"Walla Walla, WA (Metropolitan Statistical Area)",4.2
47580,"Warner Robins, GA (Metropolitan Statistical Area)",3.3
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",4.0
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",3.7
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",2.9
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",4.2
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",4.1
48300,"Wenatchee, WA (Metropolitan Statistical Area)",5.0
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",4.4
48620,"Wichita, KS (Metropolitan Statistical Area)",2.8
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",2.6
48700,"Williamsport, PA (Metropolitan Statistical Area)",3.6
48900,"Wilmington, NC (Metropolitan Statistical Area)",5.4
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",4.6
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",4.5
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",4.1
49420,"Yakima, WA (Metropolitan Statistical Area)",3.9
49620,"York-Hanover, PA (Metropolitan Statistical Area)",3.9
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",3.7
49700,"Yuba City, CA (Metropolitan Statistical Area)",4.1
49740,"Yuma, AZ (Metropolitan Statistical Area) *",4.5

Legend/Footnotes
"2. Per capita personal income was computed using Census Bureau midyear population estimates. BEA produced intercensal annual county population statistics for 2010 to 2019 that are tied to the Census Bureau decennial counts for 2010 and 2020. BEA developed intercensal population statistics because this data was not published when Census released county population data for 2020 and 2023, which are based on the 2020 decennial counts. BEA used the Census Bureau Das Gupta method (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/intercensal/2000-2010-intercensal-estimates-methodology.pdf), modified to account for an extra leap year day, to produce the intercensal population figures that will be used until Census releases its official intercensal population data."
